source,description,severity,status,ip,hash,timestamp
Endpoint,Malicious PowerShell Empire C2 beacon detected communicating with 217.6.14.18,Critical,Open,217.6.14.18,,2026-08-24T09:02:42
Cloud,"Outdated software vulnerability detected on DB-SRV01, no known active exploit",Medium,Open,192.107.93.235,45c61efd0cde6174214427dcc57fe20bf0cc176fd347b142eec13d8aa187bacb,2026-03-01T02:28:34
Zeek,Informational: password changed successfully for user jdoe,Low,Open,28.131.211.68,,2026-03-04T08:51:24
IDS,System patch applied successfully on VPN-GW01,Low,Open,,,2026-03-07T23:24:41
Sysmon,"Outdated software vulnerability detected on VPN-GW01, no known active exploit",Medium,Open,,,2026-07-14T13:43:48
Email,User r.patel logged out after normal session on MAIL-GW01,Low,Open,,,2026-02-05T17:28:51
Windows,Successful VPN login for user guest from 171.231.187.182,Low,Open,171.231.187.182,,2026-06-14T09:44:33
Zeek,Phishing email with malicious attachment hash 380e22f20ae4e7dd delivered to guest,High,Open,98.153.80.15,380e22f20ae4e7dda7cc47b935adba5a895b4e09b5d35f457cc1cd5dc6edeb94,2026-02-27T04:33:48
Endpoint,Malware signature 80596135fe39e91f detected by antivirus on HR-LAPTOP07,High,Open,185.150.27.226,80596135fe39e91f89a67b0db460f4f61a7f670b2a6a30d158ce02a2bf08a708,2026-01-26T10:11:13
Suricata,Brute force attack detected against SSH service on VPN-GW01 from 141.208.184.239,High,Open,141.208.184.239,,2026-07-03T03:37:57
IDS,Suspicious PowerShell script execution detected on APP-SRV03,High,Open,31.28.50.125,,2026-01-27T21:53:58
Firewall,User admin logged out after normal session on MAIL-GW01,Low,Open,,,2026-05-19T23:08:12
Wazuh,Unusual process spawned by Office application on WIN-DC01,Medium,Open,,,2026-03-11T04:49:39
Firewall,User svc_sql logged out after normal session on APP-SRV03,Low,Open,181.37.79.107,770d8946df6326de64fc7e409a365c444dcb9ad25274643eb37bae9528e23c23,2026-02-25T02:29:24
IDS,Routine configuration change applied on HR-LAPTOP07 by svc_backup,Low,Open,187.43.1.103,,2026-06-23T06:30:46
Windows,Successful VPN login for user admin from 101.123.105.46,Low,Open,101.123.105.46,,2026-03-20T13:23:10
Wazuh,Brute force attack detected against SSH service on HR-LAPTOP07 from 25.63.190.69,High,Open,25.63.190.69,,2026-03-09T07:28:12
Cloud,System patch applied successfully on DB-SRV01,Low,Open,,,2026-03-18T09:15:49
Email,System patch applied successfully on FIN-WKSTN14,Low,Open,,,2026-01-01T18:04:19
Endpoint,Login for user svc_sql observed from a new geographic location,Medium,Open,85.78.95.84,,2026-08-27T12:03:48
IDS,Scheduled antivirus scan completed on VPN-GW01 with no threats found,Low,Open,,0829a13b0ed54a7c5f56059871493f329b101d016554a7da07e1b0610b890a11,2026-06-16T21:33:40
Sysmon,System patch applied successfully on MAIL-GW01,Low,Open,,,2026-08-11T05:21:59
Zeek,"Outdated software vulnerability detected on WIN-DC01, no known active exploit",Medium,Open,,,2026-02-17T01:16:02
Firewall,Privilege escalation to SYSTEM detected on DB-SRV01 followed by lateral movement attempt,Critical,Open,,,2026-07-09T10:57:34
Sysmon,System patch applied successfully on WIN-DC01,Low,Open,,,2026-06-20T08:43:59
SIEM,Brute force attack detected against SSH service on APP-SRV03 from 65.130.51.86,High,Open,65.130.51.86,afd6aae163992988a8d9d3720468e96f68b9ebeb949d3d72381c5c2a72544cae,2026-04-06T23:06:16
Windows,Scheduled antivirus scan completed on APP-SRV03 with no threats found,Low,Open,134.94.152.148,,2026-01-19T13:37:09
Sysmon,Informational: password changed successfully for user k.nguyen,Low,Open,,,2026-04-17T13:13:36
Email,Unauthorized access attempt to sensitive file share on HR-LAPTOP07 by user asmith,High,Open,218.1.231.14,,2026-08-31T08:38:14
Linux,Suspicious outbound connection from MAIL-GW01 to known malicious IP 134.31.124.222,High,Open,134.31.124.222,,2026-01-21T19:51:28
Endpoint,Unauthorized access attempt to sensitive file share on WIN-DC01 by user admin,Medium,Open,35.187.109.44,,2026-05-03T09:16:28
Email,Scheduled antivirus scan completed on APP-SRV03 with no threats found,Low,Open,,,2026-01-28T15:58:40
Linux,Login for user admin observed from a new geographic location,Medium,Open,,,2026-06-09T09:39:44
Sysmon,System patch applied successfully on WIN-DC01,Low,Open,,,2026-04-27T19:57:57
IDS,"Outdated software vulnerability detected on WIN-DC01, no known active exploit",Medium,Open,,,2026-06-10T03:30:41
SIEM,Malware signature 1bed8c80274e4c9e detected by antivirus on WIN-DC01,High,Open,185.145.238.69,1bed8c80274e4c9ec970a0069b9a3b266eb7895e905cee093f427536728b88b5,2026-04-29T00:48:47
Firewall,Firewall blocked unusual outbound traffic from WIN-DC01 to 135.107.177.227,Medium,Open,135.107.177.227,,2026-04-30T17:46:21
Windows,Phishing email with malicious attachment hash 5c6a9e166b4c8345 delivered to r.patel,High,Open,,5c6a9e166b4c83450a310ee5150ce66c36e96c145d534fae497b4c98173209b7,2026-01-16T19:39:58
Cloud,Informational: password changed successfully for user k.nguyen,Low,Open,,,2026-04-24T06:12:42
Sysmon,Unusual process spawned by Office application on FIN-WKSTN14,Medium,Open,,,2026-04-26T06:45:20
Linux,Informational: password changed successfully for user guest,Medium,Open,,,2026-05-05T00:40:28
Firewall,Routine configuration change applied on APP-SRV03 by admin,Low,Open,12.224.125.28,,2026-06-08T16:51:57
Suricata,Login for user r.patel observed from a new geographic location,Medium,Open,,,2026-05-12T00:09:23
Email,Port scan detected from internal host DB-SRV01,Medium,Open,,,2026-05-03T13:38:49
Suricata,Malware signature bed8593a3e9a20b9 detected by antivirus on APP-SRV03,High,Open,,bed8593a3e9a20b962da89af2b2dd6548d4ea41b71b28e64b08de0f517dbd08a,2026-03-27T15:53:45
Email,Repeated DNS requests to newly registered domain from VPN-GW01,Medium,Open,,,2026-01-18T23:30:36
Windows,Port scan detected from internal host FIN-WKSTN14,Medium,Open,,,2026-07-02T03:54:35
Linux,Data exfiltration detected: large outbound transfer from FIN-WKSTN14 to external IP 12.244.238.33,Critical,Open,12.244.238.33,,2026-03-31T16:19:40
Suricata,Unauthorized access attempt to sensitive file share on HR-LAPTOP07 by user svc_backup,High,Open,,,2026-05-05T14:48:12
IDS,System patch applied successfully on VPN-GW01,Low,Open,,,2026-07-14T23:55:04
SIEM,Unusual process spawned by Office application on APP-SRV03,Medium,Open,,,2026-02-09T23:08:32
SIEM,Suspicious PowerShell script execution detected on HR-LAPTOP07,High,Open,29.152.71.155,,2026-06-29T19:51:55
SIEM,"Critical CVE exploitation attempt succeeded against APP-SRV03, remote code execution confirmed",Critical,Open,,,2026-05-28T21:42:02
Email,User admin logged out after normal session on MAIL-GW01,Medium,Open,,,2026-02-15T16:52:03
Endpoint,Unauthorized access attempt to sensitive file share on DB-SRV01 by user r.patel,High,Open,,,2026-05-06T00:28:58
Zeek,Unauthorized access attempt to sensitive file share on VPN-GW01 by user asmith,High,Open,,,2026-02-03T05:42:08
Endpoint,Unusual process spawned by Office application on VPN-GW01,Medium,Open,17.243.202.75,,2026-05-09T04:34:39
Zeek,Login for user svc_backup observed from a new geographic location,Medium,Open,,,2026-07-20T01:32:32
Wazuh,New device registered on the corporate network from 124.110.108.26,Low,Open,124.110.108.26,,2026-03-25T14:33:37
Endpoint,Port scan detected from internal host DB-SRV01,Medium,Open,197.107.40.254,5f118e5e762de70441fb151e92347d262d3c61ca752952a8e3d28664e7eee94e,2026-03-30T11:14:15
Linux,"Outdated software vulnerability detected on FIN-WKSTN14, no known active exploit",Medium,Open,,,2026-04-17T04:16:58
Sysmon,"Ransomware encryption activity detected on host VPN-GW01, mass file rename observed",Critical,Open,,4e72e0190071b40ef22878d41b783564f22e928fb103d55c0fc7da50c54d5361,2026-05-15T02:35:07
Linux,Informational: password changed successfully for user svc_sql,Low,Open,,,2026-06-24T23:50:59
Email,User admin logged out after normal session on WIN-DC01,Low,Open,,,2026-05-11T11:37:24
Email,"Outdated software vulnerability detected on WEB-SRV02, no known active exploit",Medium,Open,184.34.102.4,,2026-04-20T16:37:43
Sysmon,Malware signature 91b27744596bb336 detected by antivirus on WEB-SRV02,High,Open,,91b27744596bb336a85af6631ba78fbf7777a547bad3014455229228b4b12a9d,2026-07-25T22:59:48
Suricata,Successful VPN login for user svc_sql from 182.124.142.0,Low,Open,182.124.142.0,,2026-08-08T21:38:09
Firewall,User r.patel logged out after normal session on WIN-DC01,Low,Open,181.67.110.225,cb056bf0fd78c5cbecb23bab982fdddad2ff60fb256028a2f20f5865895e48da,2026-01-06T20:29:24
Cloud,Unauthorized access attempt to sensitive file share on WEB-SRV02 by user svc_sql,High,Open,,,2026-02-14T14:44:47
Linux,"Outdated software vulnerability detected on HR-LAPTOP07, no known active exploit",Medium,Open,,,2026-06-04T08:59:09
Wazuh,New device registered on the corporate network from 126.121.133.223,Low,Open,126.121.133.223,,2026-08-25T06:13:57
Email,Multiple failed login attempts detected for user k.nguyen followed by a successful login,High,Open,,,2026-08-01T22:41:36
Email,New device registered on the corporate network from 14.197.90.18,Low,Open,14.197.90.18,,2026-07-13T18:59:41
Suricata,Multiple failed login attempts detected for user asmith followed by a successful login,High,Open,,,2026-07-15T05:20:03
Zeek,Scheduled antivirus scan completed on MAIL-GW01 with no threats found,Low,Open,,,2026-01-25T06:07:23
Cloud,Port scan detected from internal host FIN-WKSTN14,Medium,Open,128.53.43.122,f5ac1a993cff369cf358c70854b3531b7471e745dfe182b53c0a9a93151e6bcf,2026-08-23T11:22:50
Cloud,Informational: password changed successfully for user r.patel,Low,Open,,,2026-07-25T03:11:31
Email,Successful VPN login for user jdoe from 175.165.137.118,Low,Open,175.165.137.118,,2026-07-14T15:40:58
Zeek,New device registered on the corporate network from 69.95.243.78,Low,Open,69.95.243.78,,2026-02-16T15:11:45
Cloud,Scheduled antivirus scan completed on MAIL-GW01 with no threats found,Low,Open,,,2026-07-29T01:19:41
Suricata,Multiple failed login attempts detected for user admin followed by a successful login,High,Open,,,2026-04-15T11:48:16
Endpoint,Malware signature 62ef2d8e4d484a86 detected by antivirus on VPN-GW01,High,Open,,62ef2d8e4d484a8613b28b83c35b6248feec5f7dd7f3e78cc5f151375cdced4a,2026-03-07T04:24:28
Endpoint,Suspicious email attachment quarantined for user svc_backup,Medium,Open,149.8.212.27,33cbcaa3d53687dc89ffeb6470477b4f5919e61be24ece0d0ea628a238b2376b,2026-05-27T14:21:57
IDS,"Outdated software vulnerability detected on WIN-DC01, no known active exploit",Medium,Open,,57b1df03ab7bfc0088efe22cb293e8083df566dcb60bfc28b0d6f74dcbbe0e51,2026-03-02T23:35:22
Linux,Port scan detected from internal host DB-SRV01,Medium,Open,,,2026-08-05T17:31:35
Linux,Brute force attack detected against SSH service on VPN-GW01 from 220.95.173.98,High,Open,220.95.173.98,,2026-05-13T08:31:37
Wazuh,"Outdated software vulnerability detected on HR-LAPTOP07, no known active exploit",Medium,Open,,,2026-02-20T14:41:54
Zeek,Multiple failed login attempts detected for user admin followed by a successful login,High,Open,,,2026-06-22T14:45:07
Firewall,"Ransomware encryption activity detected on host HR-LAPTOP07, mass file rename observed",Critical,Open,,37219c3997bfb4e7f0560391c16efc8bad338a70a3949a6f98adb0fcdb973daf,2026-08-20T20:51:15
Email,Repeated DNS requests to newly registered domain from FIN-WKSTN14,Medium,Open,,,2026-07-27T01:21:22
Sysmon,Privilege escalation to SYSTEM detected on WEB-SRV02 followed by lateral movement attempt,Critical,Open,94.152.9.178,aacbdfe51c7ffed100faaa49d4b3c263e94a389d28fad7ec59bebbfbf13b5319,2026-02-02T11:28:05
Linux,New device registered on the corporate network from 118.183.142.244,Low,Open,118.183.142.244,249469f4008b752fa24b82b1d5028e832c696ffb4746c52eb57d0e7e7df31ad5,2026-02-08T04:22:15
Zeek,"Outdated software vulnerability detected on MAIL-GW01, no known active exploit",Medium,Open,181.207.84.95,,2026-04-21T02:41:32
IDS,Suspicious outbound connection from HR-LAPTOP07 to known malicious IP 24.179.111.109,High,Open,24.179.111.109,,2026-06-11T16:53:17
Firewall,"Critical CVE exploitation attempt succeeded against DB-SRV01, remote code execution confirmed",Critical,Open,140.74.95.109,,2026-06-11T04:01:31
Endpoint,System patch applied successfully on MAIL-GW01,Low,Open,,,2026-01-30T13:08:19
Sysmon,Phishing email with malicious attachment hash 22ce04b5ce8ec05b delivered to svc_sql,Critical,Open,23.66.155.147,22ce04b5ce8ec05b47230d1b94bbe5d6c8cdd028f96599795d9e225814a5700d,2026-03-28T22:56:29
SIEM,Suspicious PowerShell script execution detected on FIN-WKSTN14,High,Open,84.83.74.79,e0e24f1ae68dc983f88fec0920331f8e031683dec48f16ac454a46f836bbb47d,2026-02-01T19:44:35
IDS,Malware signature 4d68c0a182568b6c detected by antivirus on DB-SRV01,High,Open,11.75.10.75,4d68c0a182568b6c47d35c02b59ec875f3ea4b995f1f386ea5d544da63894ac4,2026-05-06T06:47:15
SIEM,New device registered on the corporate network from 34.240.97.1,Low,Open,34.240.97.1,,2026-04-23T19:09:30
SIEM,Scheduled antivirus scan completed on WEB-SRV02 with no threats found,Low,Open,47.241.250.16,,2026-04-10T19:42:42
Endpoint,Unusual process spawned by Office application on WIN-DC01,Medium,Open,11.5.201.136,,2026-04-10T17:31:28
IDS,Port scan detected from internal host FIN-WKSTN14,Medium,Open,,,2026-02-18T23:09:01
Email,Unauthorized access attempt to sensitive file share on HR-LAPTOP07 by user r.patel,High,Open,218.87.74.216,,2026-07-03T23:58:00
Suricata,Firewall blocked unusual outbound traffic from FIN-WKSTN14 to 195.124.128.130,Medium,Open,195.124.128.130,,2026-01-06T19:34:34
Suricata,Scheduled antivirus scan completed on VPN-GW01 with no threats found,Low,Open,,,2026-05-09T05:21:53
Endpoint,"Ransomware encryption activity detected on host APP-SRV03, mass file rename observed",Critical,Open,,db93cfcfc15cc7b45807aaf1e1816ef7c535a85a3edf297ef7815181c9f68292,2026-06-14T23:28:40
Firewall,Privilege escalation to SYSTEM detected on FIN-WKSTN14 followed by lateral movement attempt,Critical,Open,,,2026-06-22T05:22:13
Wazuh,Suspicious PowerShell script execution detected on WEB-SRV02,High,Open,117.75.231.210,,2026-05-03T17:33:44
IDS,System patch applied successfully on VPN-GW01,Low,Open,54.207.24.162,5541fddc0b25d856fc5e48bf139c21a83d6fa863621eeb6db92edcef768ea8ae,2026-08-22T22:26:38
Email,Known ransomware hash f52e5a95b67391e1 executed on WEB-SRV02,Critical,Open,32.100.217.62,f52e5a95b67391e147a0fe26832155814bbb1b298ecbb3a443e23d0fc44c0e7e,2026-04-14T09:48:11
Cloud,Known ransomware hash 7caf77af21de86e8 executed on WIN-DC01,Critical,Open,142.107.115.170,7caf77af21de86e863d8793387d1474b40e00abc32ddf390ce5102bff5c93da4,2026-05-01T15:29:25
Wazuh,Unauthorized access attempt to sensitive file share on MAIL-GW01 by user asmith,High,Open,59.194.167.127,,2026-04-25T07:34:44
Suricata,Suspicious PowerShell script execution detected on MAIL-GW01,High,Open,,,2026-04-02T02:54:58
Wazuh,Data exfiltration detected: large outbound transfer from WEB-SRV02 to external IP 215.136.136.21,High,Open,215.136.136.21,,2026-03-23T18:35:43
Zeek,Informational: password changed successfully for user jdoe,Low,Open,,,2026-08-13T18:32:29
Linux,Firewall blocked unusual outbound traffic from MAIL-GW01 to 180.87.181.10,High,Open,180.87.181.10,,2026-06-26T01:46:53
Endpoint,Multiple failed login attempts detected for user guest followed by a successful login,High,Open,,,2026-03-03T17:04:36
Zeek,New device registered on the corporate network from 15.132.87.107,Low,Open,15.132.87.107,,2026-08-01T16:09:30
Suricata,Informational: password changed successfully for user svc_sql,Low,Open,215.234.58.101,,2026-08-21T03:11:17
Suricata,"Outdated software vulnerability detected on DB-SRV01, no known active exploit",Medium,Open,,,2026-01-28T09:14:43
Sysmon,Informational: password changed successfully for user svc_backup,Low,Open,213.165.252.137,,2026-07-30T12:48:14
Wazuh,Brute force attack detected against SSH service on MAIL-GW01 from 84.211.246.8,High,Open,84.211.246.8,,2026-02-05T07:01:37
Windows,Routine configuration change applied on WIN-DC01 by admin,Low,Open,,,2026-03-04T08:05:14
Sysmon,User jdoe logged out after normal session on VPN-GW01,Low,Open,,,2026-04-16T04:50:01
Zeek,Suspicious PowerShell script execution detected on WEB-SRV02,High,Open,178.179.159.83,,2026-04-29T10:08:10
Endpoint,Login for user svc_sql observed from a new geographic location,Medium,Open,,5861d3cd05ea35a7af33bae938f930c3fa0d8410e9c431ea3177881c6f1a4ab7,2026-02-06T09:37:53
Sysmon,Malware signature 23924bd79f9d11f3 detected by antivirus on HR-LAPTOP07,High,Open,,23924bd79f9d11f356b4b7b84f39d7fb2d46d229f1ce43ea24ffc54a4b4b4f54,2026-04-15T00:12:18
Linux,Unauthorized access attempt to sensitive file share on DB-SRV01 by user guest,High,Open,,,2026-07-29T23:12:17
Cloud,"Outdated software vulnerability detected on APP-SRV03, no known active exploit",Medium,Open,97.216.163.10,,2026-08-27T13:25:16
SIEM,Routine configuration change applied on VPN-GW01 by guest,Low,Open,,,2026-05-23T20:14:14
Email,Firewall blocked unusual outbound traffic from VPN-GW01 to 97.238.98.88,Medium,Open,97.238.98.88,,2026-07-27T15:02:03
Firewall,User k.nguyen logged out after normal session on MAIL-GW01,Low,Open,,,2026-07-15T23:17:57
Sysmon,Multiple failed login attempts detected for user k.nguyen followed by a successful login,High,Open,197.213.158.136,,2026-07-24T19:05:40
Windows,Routine configuration change applied on WEB-SRV02 by svc_sql,Low,Open,,a579bd835acc59aadc1a541c017cd9624d0fcaec03bd90e6351160353b252ad6,2026-01-16T00:51:41
Linux,New device registered on the corporate network from 148.144.145.149,Low,Open,148.144.145.149,,2026-07-29T20:16:23
Zeek,Scheduled antivirus scan completed on WIN-DC01 with no threats found,Medium,Open,,,2026-07-17T14:46:59
Suricata,"Ransomware encryption activity detected on host VPN-GW01, mass file rename observed",Critical,Open,,c18081a8a097cec08cfacb941c7b10657052a172ce81fe5b568b5542555d148f,2026-04-01T05:31:53
Sysmon,Scheduled antivirus scan completed on HR-LAPTOP07 with no threats found,Low,Open,,,2026-03-13T04:25:27
Windows,Login for user jdoe observed from a new geographic location,Medium,Open,,,2026-01-11T21:58:38
Wazuh,Known ransomware hash 44ae396b2929128c executed on APP-SRV03,Critical,Open,27.147.137.44,44ae396b2929128cc9f165575d64fb62ea5c6d687cebf4e5c7591e24b6c6b6bf,2026-01-05T04:38:02
Cloud,Informational: password changed successfully for user jdoe,Low,Open,,,2026-05-20T00:40:38
Suricata,"Outdated software vulnerability detected on WEB-SRV02, no known active exploit",Medium,Open,96.25.219.182,0dbabce797df66dd8f892c4498c81847939684b02c85c4de0d8c571bf96587c3,2026-04-26T04:59:59
Wazuh,Scheduled antivirus scan completed on VPN-GW01 with no threats found,Low,Open,,,2026-08-24T01:27:27
Suricata,Repeated DNS requests to newly registered domain from FIN-WKSTN14,Medium,Open,,,2026-08-27T17:47:28
Firewall,Privilege escalation to SYSTEM detected on WIN-DC01 followed by lateral movement attempt,Critical,Open,105.125.149.173,,2026-01-20T07:41:00
Sysmon,"Outdated software vulnerability detected on APP-SRV03, no known active exploit",Medium,Open,,,2026-02-21T18:57:52
Cloud,Suspicious PowerShell script execution detected on APP-SRV03,High,Open,215.231.177.87,,2026-07-17T11:11:58
Windows,Successful VPN login for user asmith from 206.116.235.53,Low,Open,206.116.235.53,,2026-04-17T19:42:45
Linux,Routine configuration change applied on DB-SRV01 by svc_backup,Low,Open,,,2026-07-24T12:18:29
Linux,Firewall blocked unusual outbound traffic from DB-SRV01 to 156.157.147.68,Medium,Open,156.157.147.68,,2026-03-01T13:10:55
Zeek,Login for user r.patel observed from a new geographic location,Medium,Open,118.34.217.9,1307164dfb9d1d6c7a09c509b1415949d903fe4281aeb5b9c71a9fa941f8a056,2026-07-31T06:11:45
Email,Scheduled antivirus scan completed on MAIL-GW01 with no threats found,Low,Open,116.0.222.252,,2026-07-07T17:48:12
Sysmon,Repeated DNS requests to newly registered domain from WEB-SRV02,Medium,Open,,,2026-03-13T00:26:32
Email,Unauthorized access attempt to sensitive file share on WEB-SRV02 by user guest,High,Open,,,2026-04-29T02:51:58
Wazuh,Routine configuration change applied on APP-SRV03 by k.nguyen,Low,Open,161.250.133.206,,2026-06-02T02:55:48
SIEM,Successful VPN login for user asmith from 100.51.110.191,Low,Open,100.51.110.191,,2026-01-31T01:29:56
Firewall,Brute force attack detected against SSH service on APP-SRV03 from 86.76.62.58,High,Open,86.76.62.58,,2026-06-30T23:19:22
Linux,Malicious PowerShell Empire C2 beacon detected communicating with 216.18.35.147,Critical,Open,216.18.35.147,,2026-03-04T13:30:59
Suricata,Suspicious email attachment quarantined for user guest,Medium,Open,,,2026-06-07T00:22:13
Windows,Login for user jdoe observed from a new geographic location,Medium,Open,,,2026-05-15T23:48:57
Zeek,Unusual process spawned by Office application on MAIL-GW01,Medium,Open,,,2026-08-27T04:56:46
Endpoint,Informational: password changed successfully for user jdoe,Low,Open,,,2026-07-15T18:48:59
Email,Phishing email with malicious attachment hash ac28ed7aefaf5213 delivered to svc_backup,High,Open,54.17.132.85,ac28ed7aefaf5213f8858861440bb10e7d5e7c846797121cc838196118707711,2026-05-27T18:33:47
Suricata,System patch applied successfully on VPN-GW01,Low,Open,202.248.215.145,,2026-08-03T11:00:37
Linux,"Outdated software vulnerability detected on DB-SRV01, no known active exploit",Medium,Open,205.245.182.224,,2026-03-08T08:37:45
Cloud,Firewall blocked unusual outbound traffic from WIN-DC01 to 30.40.94.17,Medium,Open,30.40.94.17,,2026-04-30T01:08:06
IDS,User k.nguyen logged out after normal session on DB-SRV01,Low,Open,,,2026-01-10T09:03:59
Windows,System patch applied successfully on FIN-WKSTN14,Low,Open,,,2026-04-05T05:33:33
Suricata,Unusual process spawned by Office application on APP-SRV03,Medium,Open,,,2026-04-27T14:57:46
Firewall,"Outdated software vulnerability detected on VPN-GW01, no known active exploit",Medium,Open,,,2026-05-06T19:14:35
Zeek,Suspicious outbound connection from APP-SRV03 to known malicious IP 140.5.237.185,High,Open,140.5.237.185,,2026-08-15T13:13:09
Suricata,Repeated DNS requests to newly registered domain from APP-SRV03,Medium,Open,,,2026-07-03T10:55:58
Sysmon,Malicious PowerShell Empire C2 beacon detected communicating with 30.91.66.201,Critical,Open,30.91.66.201,8c9e8ad6eb19f90e24d989fe33c71c5ae0be026ca7504ff5e64c774a84d6af88,2026-04-21T14:21:43
Sysmon,Suspicious PowerShell script execution detected on HR-LAPTOP07,High,Open,,aa73d9601a528bc81a2c389a00ecf608a19d4697ffc7a50fb872c5578f78612b,2026-01-01T14:12:42
Linux,System patch applied successfully on APP-SRV03,Low,Open,,,2026-06-15T05:02:45
SIEM,New device registered on the corporate network from 87.63.49.218,Low,Open,87.63.49.218,0bf72ee7a538a6a6ab87d916b462dc7276ea8cc7d34263bf0a0a6edbbc2567bf,2026-03-28T08:59:33
Windows,User asmith logged out after normal session on WIN-DC01,Low,Open,,,2026-02-25T15:24:42
SIEM,Routine configuration change applied on MAIL-GW01 by admin,Low,Open,,,2026-02-20T08:18:58
Cloud,Malicious PowerShell Empire C2 beacon detected communicating with 219.180.255.41,Critical,Open,219.180.255.41,,2026-06-05T12:37:04
IDS,System patch applied successfully on VPN-GW01,Low,Open,194.240.240.66,,2026-08-10T21:08:52
Wazuh,Informational: password changed successfully for user svc_sql,Low,Open,,636ac7e5bad9bec33a41343fab88a1d7e459caa9dfcebcc95e07c63981da409e,2026-03-14T15:15:27
Firewall,System patch applied successfully on WIN-DC01,Low,Open,,,2026-05-25T09:35:21
Linux,Informational: password changed successfully for user svc_sql,Low,Open,,,2026-03-18T16:52:26
IDS,Phishing email with malicious attachment hash cba054e93eac9fb0 delivered to r.patel,High,Open,,cba054e93eac9fb0f43f3de656ce61ca3f7d77ca14e3f2b9ca7716f391ddfaab,2026-02-12T22:42:54
Firewall,Login for user k.nguyen observed from a new geographic location,Medium,Open,,,2026-06-14T02:22:47
Linux,System patch applied successfully on HR-LAPTOP07,Low,Open,,,2026-06-11T08:36:21
Email,Port scan detected from internal host MAIL-GW01,Medium,Open,211.175.252.42,,2026-02-05T16:31:09
Suricata,System patch applied successfully on APP-SRV03,Low,Open,,,2026-02-09T21:41:45
IDS,User admin logged out after normal session on DB-SRV01,Low,Open,,,2026-06-12T05:25:08
Firewall,Repeated DNS requests to newly registered domain from FIN-WKSTN14,Medium,Open,,,2026-02-05T00:32:20
Suricata,Successful VPN login for user admin from 182.149.132.69,Low,Open,182.149.132.69,,2026-07-07T13:18:28
Windows,Repeated DNS requests to newly registered domain from HR-LAPTOP07,Medium,Open,202.146.49.67,91972076ab32d5b94e2767133a21cd17aa4a2984898b379c52f501ee9dd39cfc,2026-07-10T04:18:39
Email,Suspicious outbound connection from WIN-DC01 to known malicious IP 112.212.226.234,High,Open,112.212.226.234,,2026-02-28T10:01:54
Wazuh,Port scan detected from internal host HR-LAPTOP07,Medium,Open,18.41.205.131,,2026-06-16T05:15:41
Sysmon,System patch applied successfully on WIN-DC01,Low,Open,82.15.227.53,,2026-04-28T09:20:36
Cloud,User svc_sql logged out after normal session on FIN-WKSTN14,Low,Open,,,2026-06-17T05:02:00
Windows,Suspicious PowerShell script execution detected on MAIL-GW01,High,Open,169.65.141.197,,2026-06-05T10:59:15
Wazuh,Scheduled antivirus scan completed on VPN-GW01 with no threats found,Low,Open,,,2026-01-06T03:33:46
Windows,System patch applied successfully on FIN-WKSTN14,Low,Open,,d9c2f980b686ac70f1082366d8e913987894e2014cb2aa28db43ac60c2e86adc,2026-08-24T07:21:54
Suricata,Successful VPN login for user k.nguyen from 177.235.198.48,Low,Open,177.235.198.48,,2026-07-30T03:48:21
Wazuh,Repeated DNS requests to newly registered domain from DB-SRV01,Medium,Open,,,2026-08-06T06:53:20
Suricata,Routine configuration change applied on HR-LAPTOP07 by admin,Low,Open,83.47.126.30,,2026-03-21T15:31:24
Sysmon,"Outdated software vulnerability detected on MAIL-GW01, no known active exploit",Medium,Open,76.138.195.100,,2026-02-16T17:11:06
SIEM,Scheduled antivirus scan completed on MAIL-GW01 with no threats found,Low,Open,,,2026-04-16T06:18:56
Windows,Scheduled antivirus scan completed on WEB-SRV02 with no threats found,Low,Open,,,2026-06-29T18:08:45
Windows,Data exfiltration detected: large outbound transfer from HR-LAPTOP07 to external IP 144.181.102.39,Critical,Open,144.181.102.39,,2026-01-10T04:26:28
Linux,Brute force attack detected against SSH service on WIN-DC01 from 172.205.51.70,High,Open,172.205.51.70,,2026-03-27T21:00:07
Zeek,Known ransomware hash eb2dbdc45e4159bd executed on VPN-GW01,Critical,Open,100.162.38.112,eb2dbdc45e4159bd560150aa464aa20191649fe9e254ca41935cf778abda2e6a,2026-08-22T16:50:58
IDS,Successful VPN login for user asmith from 107.120.12.56,Low,Open,107.120.12.56,,2026-04-30T18:35:29
Zeek,"Outdated software vulnerability detected on WEB-SRV02, no known active exploit",Medium,Open,,,2026-04-19T17:44:47
Cloud,Scheduled antivirus scan completed on DB-SRV01 with no threats found,Low,Open,,,2026-01-29T12:08:39
SIEM,New device registered on the corporate network from 133.60.39.210,Low,Open,133.60.39.210,,2026-01-23T12:07:00
IDS,Suspicious email attachment quarantined for user jdoe,Medium,Open,,,2026-01-21T23:07:45
Windows,Port scan detected from internal host WEB-SRV02,Medium,Open,,,2026-04-14T14:09:44
Firewall,Brute force attack detected against SSH service on HR-LAPTOP07 from 181.238.103.133,High,Open,181.238.103.133,,2026-04-18T08:17:00
SIEM,User svc_sql logged out after normal session on APP-SRV03,Low,Open,212.84.158.218,,2026-02-14T21:16:34
Suricata,Informational: password changed successfully for user svc_backup,Low,Open,,,2026-06-11T10:55:32
Suricata,Port scan detected from internal host FIN-WKSTN14,Medium,Open,,,2026-04-21T13:41:24
